"age_band","records","deaths","complete_case_records","complete_case_deaths","baseline","survey","country"
"6-11",3337,69,2267,49,"eligible_MAP","KE42FL","KEN"
"12-23",2734,41,1633,20,"eligible_MAP","KE42FL","KEN"
"24-35",2575,22,1488,15,"eligible_MAP","KE42FL","KEN"
"36-47",2408,26,1491,18,"eligible_MAP","KE42FL","KEN"
"48-59",2376,8,1431,7,"eligible_MAP","KE42FL","KEN"
"<1",3012,99,3012,99,"regional_baseline","KE42FL","KEN"
"1-5",2478,60,2478,60,"regional_baseline","KE42FL","KEN"
"6-11",2267,49,2267,49,"regional_baseline","KE42FL","KEN"
"12-23",1633,20,1633,20,"regional_baseline","KE42FL","KEN"
"24-35",1488,15,1488,15,"regional_baseline","KE42FL","KEN"
"36-47",1491,18,1491,18,"regional_baseline","KE42FL","KEN"
"48-59",1431,7,1431,7,"regional_baseline","KE42FL","KEN"
"<1",6083,176,6083,176,"previous_primary","KE52FL","KEN"
"1-5",5458,73,5458,73,"previous_primary","KE52FL","KEN"
"6-11",5158,50,5158,50,"previous_primary","KE52FL","KEN"
"12-23",4441,47,4441,47,"previous_primary","KE52FL","KEN"
"24-35",4485,33,4485,33,"previous_primary","KE52FL","KEN"
"36-47",4235,9,4235,9,"previous_primary","KE52FL","KEN"
"48-59",4215,5,4215,5,"previous_primary","KE52FL","KEN"
"<1",6083,176,6083,176,"eligible_MAP","KE52FL","KEN"
"1-5",5458,73,5458,73,"eligible_MAP","KE52FL","KEN"
"6-11",5158,50,5158,50,"eligible_MAP","KE52FL","KEN"
"12-23",4441,47,4441,47,"eligible_MAP","KE52FL","KEN"
"24-35",4485,33,4485,33,"eligible_MAP","KE52FL","KEN"
"36-47",4235,9,4235,9,"eligible_MAP","KE52FL","KEN"
"48-59",4215,5,4215,5,"eligible_MAP","KE52FL","KEN"
"<1",6083,176,6083,176,"regional_baseline","KE52FL","KEN"
"1-5",5458,73,5458,73,"regional_baseline","KE52FL","KEN"
"6-11",5158,50,5158,50,"regional_baseline","KE52FL","KEN"
"12-23",4441,47,4441,47,"regional_baseline","KE52FL","KEN"
"24-35",4485,33,4485,33,"regional_baseline","KE52FL","KEN"
"36-47",4235,9,4235,9,"regional_baseline","KE52FL","KEN"
"48-59",4215,5,4215,5,"regional_baseline","KE52FL","KEN"
"<1",21136,449,21136,449,"previous_primary","KE72FL","KEN"
"1-5",19349,173,19349,173,"previous_primary","KE72FL","KEN"
"6-11",18732,120,18732,120,"previous_primary","KE72FL","KEN"
"12-23",16654,91,16654,91,"previous_primary","KE72FL","KEN"
"24-35",17139,43,17139,43,"previous_primary","KE72FL","KEN"
"36-47",16929,40,16929,40,"previous_primary","KE72FL","KEN"
"48-59",17079,27,17079,27,"previous_primary","KE72FL","KEN"
"<1",21136,449,21136,449,"eligible_MAP","KE72FL","KEN"
"1-5",19349,173,19349,173,"eligible_MAP","KE72FL","KEN"
"6-11",18732,120,18732,120,"eligible_MAP","KE72FL","KEN"
"12-23",16654,91,16654,91,"eligible_MAP","KE72FL","KEN"
"24-35",17139,43,17139,43,"eligible_MAP","KE72FL","KEN"
"36-47",16929,40,16929,40,"eligible_MAP","KE72FL","KEN"
"48-59",17079,27,17079,27,"eligible_MAP","KE72FL","KEN"
"<1",21136,449,21136,449,"regional_baseline","KE72FL","KEN"
"1-5",19349,173,19349,173,"regional_baseline","KE72FL","KEN"
"6-11",18732,120,18732,120,"regional_baseline","KE72FL","KEN"
"12-23",16654,91,16654,91,"regional_baseline","KE72FL","KEN"
"24-35",17139,43,17139,43,"regional_baseline","KE72FL","KEN"
"36-47",16929,40,16929,40,"regional_baseline","KE72FL","KEN"
"48-59",17079,27,17079,27,"regional_baseline","KE72FL","KEN"
"<1",19554,442,19554,442,"previous_primary","KE8CFL","KEN"
"1-5",17869,90,17869,90,"previous_primary","KE8CFL","KEN"
"6-11",17330,89,17330,89,"previous_primary","KE8CFL","KEN"
"12-23",15210,59,15210,59,"previous_primary","KE8CFL","KEN"
"24-35",15162,33,15162,33,"previous_primary","KE8CFL","KEN"
"36-47",14811,24,14811,24,"previous_primary","KE8CFL","KEN"
"48-59",14582,23,14582,23,"previous_primary","KE8CFL","KEN"
"<1",19554,442,19554,442,"eligible_MAP","KE8CFL","KEN"
"1-5",17869,90,17869,90,"eligible_MAP","KE8CFL","KEN"
"6-11",17330,89,17330,89,"eligible_MAP","KE8CFL","KEN"
"12-23",15210,59,15210,59,"eligible_MAP","KE8CFL","KEN"
"24-35",15162,33,15162,33,"eligible_MAP","KE8CFL","KEN"
"36-47",14811,24,14811,24,"eligible_MAP","KE8CFL","KEN"
"48-59",14582,23,14582,23,"eligible_MAP","KE8CFL","KEN"
"<1",19554,442,19554,442,"regional_baseline","KE8CFL","KEN"
"1-5",17869,90,17869,90,"regional_baseline","KE8CFL","KEN"
"6-11",17330,89,17330,89,"regional_baseline","KE8CFL","KEN"
"12-23",15210,59,15210,59,"regional_baseline","KE8CFL","KEN"
"24-35",15162,33,15162,33,"regional_baseline","KE8CFL","KEN"
"36-47",14811,24,14811,24,"regional_baseline","KE8CFL","KEN"
"48-59",14582,23,14582,23,"regional_baseline","KE8CFL","KEN"
"<1",5816,181,0,0,"eligible_MAP","LB51FL","LBR"
"1-5",5222,118,0,0,"eligible_MAP","LB51FL","LBR"
"6-11",4779,87,0,0,"eligible_MAP","LB51FL","LBR"
"12-23",4141,70,0,0,"eligible_MAP","LB51FL","LBR"
"24-35",4101,50,0,0,"eligible_MAP","LB51FL","LBR"
"36-47",3847,29,0,0,"eligible_MAP","LB51FL","LBR"
"48-59",3786,16,0,0,"eligible_MAP","LB51FL","LBR"
"<1",4222,165,0,0,"eligible_MAP","LB5AFL","LBR"
"1-5",3777,76,0,0,"eligible_MAP","LB5AFL","LBR"
"6-11",3558,60,0,0,"eligible_MAP","LB5AFL","LBR"
"12-23",3088,59,0,0,"eligible_MAP","LB5AFL","LBR"
"24-35",2957,35,0,0,"eligible_MAP","LB5AFL","LBR"
"36-47",2711,17,0,0,"eligible_MAP","LB5AFL","LBR"
"48-59",2508,16,0,0,"eligible_MAP","LB5AFL","LBR"
"<1",7644,215,0,0,"eligible_MAP","LB6AFL","LBR"
"1-5",6854,100,0,0,"eligible_MAP","LB6AFL","LBR"
"6-11",6431,93,0,0,"eligible_MAP","LB6AFL","LBR"
"12-23",5706,114,0,0,"eligible_MAP","LB6AFL","LBR"
"24-35",5877,67,0,0,"eligible_MAP","LB6AFL","LBR"
"36-47",5807,37,0,0,"eligible_MAP","LB6AFL","LBR"
"48-59",5765,23,0,0,"eligible_MAP","LB6AFL","LBR"
"<1",5707,226,0,0,"eligible_MAP","LB7AFL","LBR"
"1-5",5081,69,0,0,"eligible_MAP","LB7AFL","LBR"
"6-11",4880,78,0,0,"eligible_MAP","LB7AFL","LBR"
"12-23",4221,67,0,0,"eligible_MAP","LB7AFL","LBR"
"24-35",4331,33,0,0,"eligible_MAP","LB7AFL","LBR"
"36-47",4365,16,0,0,"eligible_MAP","LB7AFL","LBR"
"48-59",4302,16,0,0,"eligible_MAP","LB7AFL","LBR"
"<1",3460,83,3460,83,"previous_primary","MD42FL","MDG"
"1-5",3048,36,3048,36,"previous_primary","MD42FL","MDG"
"6-11",2709,28,2709,28,"previous_primary","MD42FL","MDG"
"12-23",2013,18,2013,18,"previous_primary","MD42FL","MDG"
"24-35",2050,18,2050,18,"previous_primary","MD42FL","MDG"
"36-47",2287,14,2287,14,"previous_primary","MD42FL","MDG"
"48-59",1896,11,1896,11,"previous_primary","MD42FL","MDG"
"<1",4439,113,3460,83,"eligible_MAP","MD42FL","MDG"
"1-5",3968,52,3048,36,"eligible_MAP","MD42FL","MDG"
"6-11",3734,45,2709,28,"eligible_MAP","MD42FL","MDG"
"12-23",3122,31,2013,18,"eligible_MAP","MD42FL","MDG"
"24-35",3019,27,2050,18,"eligible_MAP","MD42FL","MDG"
"36-47",3127,17,2287,14,"eligible_MAP","MD42FL","MDG"
"48-59",3085,11,1896,11,"eligible_MAP","MD42FL","MDG"
"<1",3460,83,3460,83,"regional_baseline","MD42FL","MDG"
"1-5",3048,36,3048,36,"regional_baseline","MD42FL","MDG"
"6-11",2709,28,2709,28,"regional_baseline","MD42FL","MDG"
"12-23",2013,18,2013,18,"regional_baseline","MD42FL","MDG"
"24-35",2050,18,2050,18,"regional_baseline","MD42FL","MDG"
"36-47",2287,14,2287,14,"regional_baseline","MD42FL","MDG"
"48-59",1896,11,1896,11,"regional_baseline","MD42FL","MDG"
"<1",12532,300,12532,300,"previous_primary","MD51FL","MDG"
"1-5",11279,125,11279,125,"previous_primary","MD51FL","MDG"
"6-11",10740,137,10740,137,"previous_primary","MD51FL","MDG"
"12-23",9463,73,9463,73,"previous_primary","MD51FL","MDG"
"24-35",9712,72,9712,72,"previous_primary","MD51FL","MDG"
"36-47",9570,43,9570,43,"previous_primary","MD51FL","MDG"
"48-59",9809,27,9809,27,"previous_primary","MD51FL","MDG"
"<1",12534,300,12534,300,"eligible_MAP","MD51FL","MDG"
"1-5",11281,125,11281,125,"eligible_MAP","MD51FL","MDG"
"6-11",10742,137,10742,137,"eligible_MAP","MD51FL","MDG"
"12-23",9466,73,9466,73,"eligible_MAP","MD51FL","MDG"
"24-35",9717,72,9717,72,"eligible_MAP","MD51FL","MDG"
"36-47",9576,43,9576,43,"eligible_MAP","MD51FL","MDG"
"48-59",9813,27,9813,27,"eligible_MAP","MD51FL","MDG"
"<1",12534,300,12534,300,"regional_baseline","MD51FL","MDG"
"1-5",11281,125,11281,125,"regional_baseline","MD51FL","MDG"
"6-11",10742,137,10742,137,"regional_baseline","MD51FL","MDG"
"12-23",9466,73,9466,73,"regional_baseline","MD51FL","MDG"
"24-35",9717,72,9717,72,"regional_baseline","MD51FL","MDG"
"36-47",9576,43,9576,43,"regional_baseline","MD51FL","MDG"
"48-59",9813,27,9813,27,"regional_baseline","MD51FL","MDG"
"<1",12497,314,12497,314,"previous_primary","MD81FL","MDG"
"1-5",11300,128,11300,128,"previous_primary","MD81FL","MDG"
"6-11",10853,95,10853,95,"previous_primary","MD81FL","MDG"
"12-23",9443,100,9443,100,"previous_primary","MD81FL","MDG"
"24-35",9317,80,9317,80,"previous_primary","MD81FL","MDG"
"36-47",9130,49,9130,49,"previous_primary","MD81FL","MDG"
"48-59",8963,42,8963,42,"previous_primary","MD81FL","MDG"
"<1",12497,314,12497,314,"eligible_MAP","MD81FL","MDG"
"1-5",11300,128,11300,128,"eligible_MAP","MD81FL","MDG"
"6-11",10853,95,10853,95,"eligible_MAP","MD81FL","MDG"
"12-23",9443,100,9443,100,"eligible_MAP","MD81FL","MDG"
"24-35",9317,80,9317,80,"eligible_MAP","MD81FL","MDG"
"36-47",9130,49,9130,49,"eligible_MAP","MD81FL","MDG"
"48-59",8963,42,8963,42,"eligible_MAP","MD81FL","MDG"
"<1",12497,314,12497,314,"regional_baseline","MD81FL","MDG"
"1-5",11300,128,11300,128,"regional_baseline","MD81FL","MDG"
"6-11",10853,95,10853,95,"regional_baseline","MD81FL","MDG"
"12-23",9443,100,9443,100,"regional_baseline","MD81FL","MDG"
"24-35",9317,80,9317,80,"regional_baseline","MD81FL","MDG"
"36-47",9130,49,9130,49,"regional_baseline","MD81FL","MDG"
"48-59",8963,42,8963,42,"regional_baseline","MD81FL","MDG"
"<1",3301,186,0,0,"eligible_MAP","ML41FL","MLI"
"1-5",2160,55,0,0,"eligible_MAP","ML41FL","MLI"
"6-11",1774,44,0,0,"eligible_MAP","ML41FL","MLI"
"12-23",484,26,0,0,"eligible_MAP","ML41FL","MLI"
"24-35",449,19,0,0,"eligible_MAP","ML41FL","MLI"
"36-47",426,8,0,0,"eligible_MAP","ML41FL","MLI"
"48-59",393,2,0,0,"eligible_MAP","ML41FL","MLI"
"<1",13356,591,13356,591,"previous_primary","ML53FL","MLI"
"1-5",11601,263,11601,263,"previous_primary","ML53FL","MLI"
"6-11",10771,268,10771,268,"previous_primary","ML53FL","MLI"
"12-23",8978,309,8978,309,"previous_primary","ML53FL","MLI"
"24-35",9204,314,9204,314,"previous_primary","ML53FL","MLI"
"36-47",8716,156,8716,156,"previous_primary","ML53FL","MLI"
"48-59",8602,78,8602,78,"previous_primary","ML53FL","MLI"
"<1",14302,647,13383,593,"eligible_MAP","ML53FL","MLI"
"1-5",12566,283,11621,263,"eligible_MAP","ML53FL","MLI"
"6-11",11812,296,10793,270,"eligible_MAP","ML53FL","MLI"
"12-23",10114,367,8998,311,"eligible_MAP","ML53FL","MLI"
"24-35",10133,348,9224,314,"eligible_MAP","ML53FL","MLI"
"36-47",9584,175,8738,156,"eligible_MAP","ML53FL","MLI"
"48-59",9383,89,8627,78,"eligible_MAP","ML53FL","MLI"
"<1",13383,593,13383,593,"regional_baseline","ML53FL","MLI"
"1-5",11621,263,11621,263,"regional_baseline","ML53FL","MLI"
"6-11",10793,270,10793,270,"regional_baseline","ML53FL","MLI"
"12-23",8998,311,8998,311,"regional_baseline","ML53FL","MLI"
"24-35",9224,314,9224,314,"regional_baseline","ML53FL","MLI"
"36-47",8738,156,8738,156,"regional_baseline","ML53FL","MLI"
"48-59",8627,78,8627,78,"regional_baseline","ML53FL","MLI"
"<1",10354,353,10354,353,"previous_primary","ML6AFL","MLI"
"1-5",9156,128,9156,128,"previous_primary","ML6AFL","MLI"
"6-11",8740,77,8740,77,"previous_primary","ML6AFL","MLI"
"12-23",7708,79,7708,79,"previous_primary","ML6AFL","MLI"
"24-35",7910,135,7910,135,"previous_primary","ML6AFL","MLI"
"36-47",7508,65,7508,65,"previous_primary","ML6AFL","MLI"
"48-59",7356,37,7356,37,"previous_primary","ML6AFL","MLI"
"<1",10354,353,10354,353,"eligible_MAP","ML6AFL","MLI"
"1-5",9156,128,9156,128,"eligible_MAP","ML6AFL","MLI"
"6-11",8740,77,8740,77,"eligible_MAP","ML6AFL","MLI"
"12-23",7708,79,7708,79,"eligible_MAP","ML6AFL","MLI"
"24-35",7910,135,7910,135,"eligible_MAP","ML6AFL","MLI"
"36-47",7508,65,7508,65,"eligible_MAP","ML6AFL","MLI"
"48-59",7356,37,7356,37,"eligible_MAP","ML6AFL","MLI"
"<1",10354,353,10354,353,"regional_baseline","ML6AFL","MLI"
"1-5",9156,128,9156,128,"regional_baseline","ML6AFL","MLI"
"6-11",8740,77,8740,77,"regional_baseline","ML6AFL","MLI"
"12-23",7708,79,7708,79,"regional_baseline","ML6AFL","MLI"
"24-35",7910,135,7910,135,"regional_baseline","ML6AFL","MLI"
"36-47",7508,65,7508,65,"regional_baseline","ML6AFL","MLI"
"48-59",7356,37,7356,37,"regional_baseline","ML6AFL","MLI"
"<1",9933,311,9933,311,"previous_primary","ML7AFL","MLI"
"1-5",8923,105,8923,105,"previous_primary","ML7AFL","MLI"
"6-11",8643,87,8643,87,"previous_primary","ML7AFL","MLI"
"12-23",7392,99,7392,99,"previous_primary","ML7AFL","MLI"
"24-35",7411,107,7411,107,"previous_primary","ML7AFL","MLI"
"36-47",7046,57,7046,57,"previous_primary","ML7AFL","MLI"
"48-59",6867,40,6867,40,"previous_primary","ML7AFL","MLI"
"<1",9933,311,9933,311,"eligible_MAP","ML7AFL","MLI"
"1-5",8923,105,8923,105,"eligible_MAP","ML7AFL","MLI"
"6-11",8643,87,8643,87,"eligible_MAP","ML7AFL","MLI"
"12-23",7392,99,7392,99,"eligible_MAP","ML7AFL","MLI"
"24-35",7411,107,7411,107,"eligible_MAP","ML7AFL","MLI"
"36-47",7046,57,7046,57,"eligible_MAP","ML7AFL","MLI"
"48-59",6867,40,6867,40,"eligible_MAP","ML7AFL","MLI"
"<1",9933,311,9933,311,"regional_baseline","ML7AFL","MLI"
"1-5",8923,105,8923,105,"regional_baseline","ML7AFL","MLI"
"6-11",8643,87,8643,87,"regional_baseline","ML7AFL","MLI"
"12-23",7392,99,7392,99,"regional_baseline","ML7AFL","MLI"
"24-35",7411,107,7411,107,"regional_baseline","ML7AFL","MLI"
"36-47",7046,57,7046,57,"regional_baseline","ML7AFL","MLI"
"48-59",6867,40,6867,40,"regional_baseline","ML7AFL","MLI"
"<1",15498,420,15498,420,"previous_primary","ML8AFL","MLI"
"1-5",14031,159,14031,159,"previous_primary","ML8AFL","MLI"
"6-11",13549,136,13549,136,"previous_primary","ML8AFL","MLI"
"12-23",11999,142,11999,142,"previous_primary","ML8AFL","MLI"
"24-35",11666,137,11666,137,"previous_primary","ML8AFL","MLI"
"36-47",11154,66,11154,66,"previous_primary","ML8AFL","MLI"
"48-59",10679,52,10679,52,"previous_primary","ML8AFL","MLI"
"<1",15605,423,15500,420,"eligible_MAP","ML8AFL","MLI"
"1-5",14033,159,14033,159,"eligible_MAP","ML8AFL","MLI"
"6-11",13550,136,13550,136,"eligible_MAP","ML8AFL","MLI"
"12-23",12000,142,12000,142,"eligible_MAP","ML8AFL","MLI"
"24-35",11667,137,11667,137,"eligible_MAP","ML8AFL","MLI"
"36-47",11154,66,11154,66,"eligible_MAP","ML8AFL","MLI"
"48-59",10680,52,10680,52,"eligible_MAP","ML8AFL","MLI"
"<1",15500,420,15500,420,"regional_baseline","ML8AFL","MLI"
"1-5",14033,159,14033,159,"regional_baseline","ML8AFL","MLI"
"6-11",13550,136,13550,136,"regional_baseline","ML8AFL","MLI"
"12-23",12000,142,12000,142,"regional_baseline","ML8AFL","MLI"
"24-35",11667,137,11667,137,"regional_baseline","ML8AFL","MLI"
"36-47",11154,66,11154,66,"regional_baseline","ML8AFL","MLI"
"48-59",10680,52,10680,52,"regional_baseline","ML8AFL","MLI"
"<1",6155,215,6155,215,"previous_primary","MZ41FL","MOZ"
"1-5",5089,177,5089,177,"previous_primary","MZ41FL","MOZ"
"6-11",4649,128,4649,128,"previous_primary","MZ41FL","MOZ"
"12-23",3287,75,3287,75,"previous_primary","MZ41FL","MOZ"
"24-35",3221,46,3221,46,"previous_primary","MZ41FL","MOZ"
"36-47",3335,30,3335,30,"previous_primary","MZ41FL","MOZ"
"48-59",2883,16,2883,16,"previous_primary","MZ41FL","MOZ"
"<1",8081,279,6155,215,"eligible_MAP","MZ41FL","MOZ"
"1-5",6958,246,5089,177,"eligible_MAP","MZ41FL","MOZ"
"6-11",6478,183,4649,128,"eligible_MAP","MZ41FL","MOZ"
"12-23",5273,119,3287,75,"eligible_MAP","MZ41FL","MOZ"
"24-35",4966,70,3221,46,"eligible_MAP","MZ41FL","MOZ"
"36-47",4790,41,3335,30,"eligible_MAP","MZ41FL","MOZ"
"48-59",4666,26,2883,16,"eligible_MAP","MZ41FL","MOZ"
"<1",6155,215,6155,215,"regional_baseline","MZ41FL","MOZ"
"1-5",5089,177,5089,177,"regional_baseline","MZ41FL","MOZ"
"6-11",4649,128,4649,128,"regional_baseline","MZ41FL","MOZ"
"12-23",3287,75,3287,75,"regional_baseline","MZ41FL","MOZ"
"24-35",3221,46,3221,46,"regional_baseline","MZ41FL","MOZ"
"36-47",3335,30,3335,30,"regional_baseline","MZ41FL","MOZ"
"48-59",2883,16,2883,16,"regional_baseline","MZ41FL","MOZ"
"<1",11146,348,11146,348,"previous_primary","MZ62FL","MOZ"
"1-5",10009,165,10009,165,"previous_primary","MZ62FL","MOZ"
"6-11",9394,142,9394,142,"previous_primary","MZ62FL","MOZ"
"12-23",7760,104,7760,104,"previous_primary","MZ62FL","MOZ"
"24-35",7689,85,7689,85,"previous_primary","MZ62FL","MOZ"
"36-47",7356,48,7356,48,"previous_primary","MZ62FL","MOZ"
"48-59",7116,19,7116,19,"previous_primary","MZ62FL","MOZ"
"<1",11146,348,11146,348,"eligible_MAP","MZ62FL","MOZ"
"1-5",10009,165,10009,165,"eligible_MAP","MZ62FL","MOZ"
"6-11",9394,142,9394,142,"eligible_MAP","MZ62FL","MOZ"
"12-23",7760,104,7760,104,"eligible_MAP","MZ62FL","MOZ"
"24-35",7689,85,7689,85,"eligible_MAP","MZ62FL","MOZ"
"36-47",7356,48,7356,48,"eligible_MAP","MZ62FL","MOZ"
"48-59",7116,19,7116,19,"eligible_MAP","MZ62FL","MOZ"
"<1",11146,348,11146,348,"regional_baseline","MZ62FL","MOZ"
"1-5",10009,165,10009,165,"regional_baseline","MZ62FL","MOZ"
"6-11",9394,142,9394,142,"regional_baseline","MZ62FL","MOZ"
"12-23",7760,104,7760,104,"regional_baseline","MZ62FL","MOZ"
"24-35",7689,85,7689,85,"regional_baseline","MZ62FL","MOZ"
"36-47",7356,48,7356,48,"regional_baseline","MZ62FL","MOZ"
"48-59",7116,19,7116,19,"regional_baseline","MZ62FL","MOZ"
"<1",9297,227,9297,227,"previous_primary","MZ81FL","MOZ"
"1-5",8368,72,8368,72,"previous_primary","MZ81FL","MOZ"
"6-11",7976,45,7976,45,"previous_primary","MZ81FL","MOZ"
"12-23",7126,61,7126,61,"previous_primary","MZ81FL","MOZ"
"24-35",6861,40,6861,40,"previous_primary","MZ81FL","MOZ"
"36-47",6660,26,6660,26,"previous_primary","MZ81FL","MOZ"
"48-59",6545,19,6545,19,"previous_primary","MZ81FL","MOZ"
"<1",9297,227,9297,227,"eligible_MAP","MZ81FL","MOZ"
"1-5",8368,72,8368,72,"eligible_MAP","MZ81FL","MOZ"
"6-11",7976,45,7976,45,"eligible_MAP","MZ81FL","MOZ"
"12-23",7126,61,7126,61,"eligible_MAP","MZ81FL","MOZ"
"24-35",6861,40,6861,40,"eligible_MAP","MZ81FL","MOZ"
"36-47",6660,26,6660,26,"eligible_MAP","MZ81FL","MOZ"
"48-59",6545,19,6545,19,"eligible_MAP","MZ81FL","MOZ"
"<1",9297,227,9297,227,"regional_baseline","MZ81FL","MOZ"
"1-5",8368,72,8368,72,"regional_baseline","MZ81FL","MOZ"
"6-11",7976,45,7976,45,"regional_baseline","MZ81FL","MOZ"
"12-23",7126,61,7126,61,"regional_baseline","MZ81FL","MOZ"
"24-35",6861,40,6861,40,"regional_baseline","MZ81FL","MOZ"
"36-47",6660,26,6660,26,"regional_baseline","MZ81FL","MOZ"
"48-59",6545,19,6545,19,"regional_baseline","MZ81FL","MOZ"
"<1",11156,280,11156,280,"previous_primary","MR71FL","MRT"
"1-5",10133,74,10133,74,"previous_primary","MR71FL","MRT"
"6-11",9728,40,9728,40,"previous_primary","MR71FL","MRT"
"12-23",8620,27,8620,27,"previous_primary","MR71FL","MRT"
"24-35",8655,21,8655,21,"previous_primary","MR71FL","MRT"
"36-47",8694,8,8694,8,"previous_primary","MR71FL","MRT"
"48-59",8306,10,8306,10,"previous_primary","MR71FL","MRT"
"<1",11167,280,11167,280,"eligible_MAP","MR71FL","MRT"
"1-5",10142,74,10142,74,"eligible_MAP","MR71FL","MRT"
"6-11",9739,40,9739,40,"eligible_MAP","MR71FL","MRT"
"12-23",8633,27,8633,27,"eligible_MAP","MR71FL","MRT"
"24-35",8662,21,8662,21,"eligible_MAP","MR71FL","MRT"
"36-47",8706,8,8706,8,"eligible_MAP","MR71FL","MRT"
"48-59",8317,10,8317,10,"eligible_MAP","MR71FL","MRT"
"<1",11167,280,11167,280,"regional_baseline","MR71FL","MRT"
"1-5",10142,74,10142,74,"regional_baseline","MR71FL","MRT"
"6-11",9739,40,9739,40,"regional_baseline","MR71FL","MRT"
"12-23",8633,27,8633,27,"regional_baseline","MR71FL","MRT"
"24-35",8662,21,8662,21,"regional_baseline","MR71FL","MRT"
"36-47",8706,8,8706,8,"regional_baseline","MR71FL","MRT"
"48-59",8317,10,8317,10,"regional_baseline","MR71FL","MRT"
"<1",1811,76,0,0,"eligible_MAP","MW41FL","MWI"
"1-5",807,32,0,0,"eligible_MAP","MW41FL","MWI"
"6-11",539,17,0,0,"eligible_MAP","MW41FL","MWI"
"<1",8746,261,8746,261,"previous_primary","MW4EFL","MWI"
"1-5",7603,181,7603,181,"previous_primary","MW4EFL","MWI"
"6-11",6795,172,6795,172,"previous_primary","MW4EFL","MWI"
"12-23",4986,117,4986,117,"previous_primary","MW4EFL","MWI"
"24-35",5407,99,5407,99,"previous_primary","MW4EFL","MWI"
"36-47",4724,53,4724,53,"previous_primary","MW4EFL","MWI"
"48-59",4574,27,4574,27,"previous_primary","MW4EFL","MWI"
"<1",10712,324,8747,261,"eligible_MAP","MW4EFL","MWI"
"1-5",9519,235,7603,181,"eligible_MAP","MW4EFL","MWI"
"6-11",8688,232,6796,172,"eligible_MAP","MW4EFL","MWI"
"12-23",6932,176,4987,117,"eligible_MAP","MW4EFL","MWI"
"24-35",6830,124,5408,99,"eligible_MAP","MW4EFL","MWI"
"36-47",6510,77,4725,53,"eligible_MAP","MW4EFL","MWI"
"48-59",6102,32,4574,27,"eligible_MAP","MW4EFL","MWI"
"<1",8747,261,8747,261,"regional_baseline","MW4EFL","MWI"
"1-5",7603,181,7603,181,"regional_baseline","MW4EFL","MWI"
"6-11",6796,172,6796,172,"regional_baseline","MW4EFL","MWI"
"12-23",4987,117,4987,117,"regional_baseline","MW4EFL","MWI"
"24-35",5408,99,5408,99,"regional_baseline","MW4EFL","MWI"
"36-47",4725,53,4725,53,"regional_baseline","MW4EFL","MWI"
"48-59",4574,27,4574,27,"regional_baseline","MW4EFL","MWI"
"<1",20125,602,20125,602,"previous_primary","MW61FL","MWI"
"1-5",18255,254,18255,254,"previous_primary","MW61FL","MWI"
"6-11",17398,295,17398,295,"previous_primary","MW61FL","MWI"
"12-23",15083,274,15083,274,"previous_primary","MW61FL","MWI"
"24-35",15049,176,15049,176,"previous_primary","MW61FL","MWI"
"36-47",14578,131,14578,131,"previous_primary","MW61FL","MWI"
"48-59",13800,61,13800,61,"previous_primary","MW61FL","MWI"
"<1",20125,602,20125,602,"eligible_MAP","MW61FL","MWI"
"1-5",18255,254,18255,254,"eligible_MAP","MW61FL","MWI"
"6-11",17398,295,17398,295,"eligible_MAP","MW61FL","MWI"
"12-23",15083,274,15083,274,"eligible_MAP","MW61FL","MWI"
"24-35",15049,176,15049,176,"eligible_MAP","MW61FL","MWI"
"36-47",14578,131,14578,131,"eligible_MAP","MW61FL","MWI"
"48-59",13800,61,13800,61,"eligible_MAP","MW61FL","MWI"
"<1",20125,602,20125,602,"regional_baseline","MW61FL","MWI"
"1-5",18255,254,18255,254,"regional_baseline","MW61FL","MWI"
"6-11",17398,295,17398,295,"regional_baseline","MW61FL","MWI"
"12-23",15083,274,15083,274,"regional_baseline","MW61FL","MWI"
"24-35",15049,176,15049,176,"regional_baseline","MW61FL","MWI"
"36-47",14578,131,14578,131,"regional_baseline","MW61FL","MWI"
"48-59",13800,61,13800,61,"regional_baseline","MW61FL","MWI"
"<1",17297,457,17297,457,"previous_primary","MW7AFL","MWI"
"1-5",15719,111,15719,111,"previous_primary","MW7AFL","MWI"
"6-11",15270,106,15270,106,"previous_primary","MW7AFL","MWI"
"12-23",13509,94,13509,94,"previous_primary","MW7AFL","MWI"
"24-35",13701,84,13701,84,"previous_primary","MW7AFL","MWI"
"36-47",13471,51,13471,51,"previous_primary","MW7AFL","MWI"
"48-59",13379,44,13379,44,"previous_primary","MW7AFL","MWI"
"<1",17297,457,17297,457,"eligible_MAP","MW7AFL","MWI"
"1-5",15719,111,15719,111,"eligible_MAP","MW7AFL","MWI"
"6-11",15270,106,15270,106,"eligible_MAP","MW7AFL","MWI"
"12-23",13509,94,13509,94,"eligible_MAP","MW7AFL","MWI"
"24-35",13701,84,13701,84,"eligible_MAP","MW7AFL","MWI"
"36-47",13471,51,13471,51,"eligible_MAP","MW7AFL","MWI"
"48-59",13379,44,13379,44,"eligible_MAP","MW7AFL","MWI"
"<1",17297,457,17297,457,"regional_baseline","MW7AFL","MWI"
"1-5",15719,111,15719,111,"regional_baseline","MW7AFL","MWI"
"6-11",15270,106,15270,106,"regional_baseline","MW7AFL","MWI"
"12-23",13509,94,13509,94,"regional_baseline","MW7AFL","MWI"
